"Url_suurEelnou"	"Url_koosolekuProtokoll"	"Id_custom"	"Tyyp_custom"	"Asutuse_nimetus"	"Organi_nimetus"	"Reg_nr"	"Sarja_indeks"	"Teema"	"Kuupaev"	"Kellaaeg"	"Toimumise_koht"	"Juhataja"	"Protokollija"	"Koosolekul_osalesid"	"Puudusid"	"Kutsutud"	"Seisund" 
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E2A001F56A9?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E2600257208?OpenDocument"	"174"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"18"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"10.04.2015"	"09:00 - 10:55"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Raimond Tamm, Igor Abarenkov, Heljo Pikhof, Olev Raju, Jüri Kõre, Tajo Kadajas, Jaak Nigul, Väino Kull, Peeter Laurson, elektrooniliselt Margus Maidla, Tõnu Ints"	"Oleg Bulkin, Mihkel Lees"	"abilinnapea Kajar Lember, abilinnapea Valvo Semilarski, abilinnapea Tiia Teppan, linnaarengu peaspetsialist Imbi Lang, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E2A001F4C1D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E20003E1031?OpenDocument"	"175"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"19"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"08.04.2015"	"15:00 - 17:00"	"Tartu, raekoda"	"Kadri Leetmaa"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Martin Bek, Toomas Kapp, Aleksandr Litvinenko, Raimond Tamm, Kadri Leetmaa, Verni Loodmaa, Karl Kull, Auli Solo, Jaan Sõrra; e-posti teel Rain Suursaar, Argo Annuk, Hannes Klaas"	"Triin Veber"	"abilinnapea Valvo Semilarski, abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse linnaarengu peaspetsialist Imbi Lang, linnamajanduse osakonna juhataja Rein Haak, rahandusosakonna juhataja asetäitja Tiina Ligi"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E2A001F4C1D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E2600257208?OpenDocument"	"175"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"18"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"10.04.2015"	"09:00 - 10:55"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Raimond Tamm, Igor Abarenkov, Heljo Pikhof, Olev Raju, Jüri Kõre, Tajo Kadajas, Jaak Nigul, Väino Kull, Peeter Laurson, elektrooniliselt Margus Maidla, Tõnu Ints"	"Oleg Bulkin, Mihkel Lees"	"abilinnapea Kajar Lember, abilinnapea Valvo Semilarski, abilinnapea Tiia Teppan, linnaarengu peaspetsialist Imbi Lang, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E2A001EE046?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E20003ECA80?OpenDocument"	"176"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"17"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni koosolek"	"09.04.2015"	"17:00 - 17:50"	"Tartu, raekoda"	"Olev Raju"	"Aune Rumm"	"Olev Raju, Väino Peebo, Mati Tolmoff, Ilme-Tiiu Tinni, Lembit Kalev, Karl Kull, Harri Jallajas, Kaspar Kokk, Tõnis Lukas, Arno Arukask, Alo Pettai, Ester Veskimets, Roman Mugur, Riina Kallas; e-posti teel Triin Anette Kaasik"	""	"abilinnapea Kajar Lember, abilinnapea Tiia Teppan, linnamajanduse osakonna juhataja Rein Haak"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E2A001EE046?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E2600257208?OpenDocument"	"176"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"18"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"10.04.2015"	"09:00 - 10:55"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Raimond Tamm, Igor Abarenkov, Heljo Pikhof, Olev Raju, Jüri Kõre, Tajo Kadajas, Jaak Nigul, Väino Kull, Peeter Laurson, elektrooniliselt Margus Maidla, Tõnu Ints"	"Oleg Bulkin, Mihkel Lees"	"abilinnapea Kajar Lember, abilinnapea Valvo Semilarski, abilinnapea Tiia Teppan, linnaarengu peaspetsialist Imbi Lang, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023E898?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E04002E799C?OpenDocument"	"177"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"17"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"11.03.2015"	"15:00 - 16:50"	"Tartu, raekoda"	"Kadri Leetmaa"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Martin Bek, Toomas Kapp, Aleksandr Litvinenko, Jaan Sõrra, Raimond Tamm, Kadri Leetmaa; e-posti teel Verni Loodmaa, Karl Kull, Auli Solo, Argo Annuk, Rain Suursaar"	"Hannes Klaas, Triin Veber"	"abilinnapea Valvo Semilarski, abilinnapea Jarno Laur, linnamajanduse osakonna juhataja Rein Haak, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku, valimisliidu Isamaaline Tartu Kodanik esindaja Arvo Lehemets"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023E898?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E07002F585D?OpenDocument"	"177"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"17"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"13.03.2015"	"09:00 - 10:00"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Tõnu Ints, Marvi Kibe, Raimond Tamm, Oleg Bulkin, Olev Raju, Jüri Kõre, Mihkel Lees, Tajo Kadajas, elektrooniliselt  Margus Maidla, Jaak Nigul, Väino Kull, Peeter Laurson"	"Igor Abarenkov, Heljo Pikhof"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, haridusosakonna juhataja Riho Raave"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023D8D1?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0500434E57?OpenDocument"	"178"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Hariduskomisjon"	"18"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Hariduskomisjoni koosolek"	"11.03.2015"	"15:00 - 17:00"	"Tartu, raekoda"	"Toomas Jürgenstein"	"Ülle Saar"	"Margot Fjuk, Avo Rosenvald, Tiiu Laan, Aadu Must, Helmer Jõgi, Jelena Frunze, Märt Põder, Ants Laaneots, Piret Uluots, Toomas Mälksoo, Peeter Tulviste, elektrooniliselt Mihkel Lees, Kersti Loim, Evert Rööpson"	""	"abilinnapea Tiia Teppan, haridusosakonna juhataja Riho Raave, haridusosakonna peaspetsialist Toomas Liivamägi ja jurist Kairit Peekman"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023D8D1?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E07002F585D?OpenDocument"	"178"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"17"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"13.03.2015"	"09:00 - 10:00"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Tõnu Ints, Marvi Kibe, Raimond Tamm, Oleg Bulkin, Olev Raju, Jüri Kõre, Mihkel Lees, Tajo Kadajas, elektrooniliselt  Margus Maidla, Jaak Nigul, Väino Kull, Peeter Laurson"	"Igor Abarenkov, Heljo Pikhof"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, haridusosakonna juhataja Riho Raave"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023CEFB?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E04002E30FA?OpenDocument"	"179"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"16"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni koosolek"	"12.03.2015"	"17:00 - 17:10"	"Tartu, raekoda"	"Olev Raju"	"Aune Rumm"	"Olev Raju, Väino Peebo, Mati Tolmoff, Ilme-Tiiu Tinni, Lembit Kalev, Karl Kull, Harri Jallajas; e-posti teel Kaspar Kokk, Triin Anette Kaasik, Tõnis Lukas, Arno Arukask, Alo Pettai, Ester Veskimets, Roman Mugur"	"Riina Kallas"	"abilinnapea Kajar Lember, abilinnapea Jarno Laur, abilinnapea Vladimir Šokman"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023CEFB?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E07002DE827?OpenDocument"	"179"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Sotsiaalkomisjon"	"15"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Sotsiaalkomisjoni koosolek"	"12.03.2015"	"16:00 - 17:00"	"Tartu, raekoda"	"Toomas Tein"	"Ülle Saar"	"Harri Jallajas, Nikolai Põdramägi, Jüri Kõre, Nadežda Aleksandrova, Piret Tarto, Avo Rosenvald, Tiina Mürk, Joel Luhamets, Hele Everaus, Lii Laanoja, Senta-Ellinor Michelson, Tiina Talvik, elektrooniliselt Roman Mugur"	"Oleg Nesterenko"	"abilinnapea Kajar Lember, abilinnapea Vladimir Šokman, sotsiaalabi osakonna juhataja asetäitja Tiina Kruuse, SA Tartu Vaimse Tervise Hooldekeskuse juhatuse liige Indrek Sooniste"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023CEFB?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E07002F585D?OpenDocument"	"179"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"17"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"13.03.2015"	"09:00 - 10:00"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Tõnu Ints, Marvi Kibe, Raimond Tamm, Oleg Bulkin, Olev Raju, Jüri Kõre, Mihkel Lees, Tajo Kadajas, elektrooniliselt  Margus Maidla, Jaak Nigul, Väino Kull, Peeter Laurson"	"Igor Abarenkov, Heljo Pikhof"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, haridusosakonna juhataja Riho Raave"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023B2EF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E04002E30FA?OpenDocument"	"180"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"16"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni koosolek"	"12.03.2015"	"17:00 - 17:10"	"Tartu, raekoda"	"Olev Raju"	"Aune Rumm"	"Olev Raju, Väino Peebo, Mati Tolmoff, Ilme-Tiiu Tinni, Lembit Kalev, Karl Kull, Harri Jallajas; e-posti teel Kaspar Kokk, Triin Anette Kaasik, Tõnis Lukas, Arno Arukask, Alo Pettai, Ester Veskimets, Roman Mugur"	"Riina Kallas"	"abilinnapea Kajar Lember, abilinnapea Jarno Laur, abilinnapea Vladimir Šokman"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023B2EF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E07002F585D?OpenDocument"	"180"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"17"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"13.03.2015"	"09:00 - 10:00"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Tõnu Ints, Marvi Kibe, Raimond Tamm, Oleg Bulkin, Olev Raju, Jüri Kõre, Mihkel Lees, Tajo Kadajas, elektrooniliselt  Margus Maidla, Jaak Nigul, Väino Kull, Peeter Laurson"	"Igor Abarenkov, Heljo Pikhof"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, haridusosakonna juhataja Riho Raave"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E002394EA?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF500293338?OpenDocument"	"181"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"11.03.2015"	"17:00 - 19:00"	"Tartu, raekoda"	"Artjom Suvorov"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Udo Viilukas, Toomas Kapp, Artjom Suvorov, Triin Anette Kaasik, Triin Lukk, Veljo Ipits; e-posti teel Verni Loodmaa"	"Tarmo Punger, Toivo Maimets, Tarmo Noop"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, linnavolikogu liige Nikolai Põdramägi"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E00238A9B?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF500293338?OpenDocument"	"182"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"11.03.2015"	"17:00 - 19:00"	"Tartu, raekoda"	"Artjom Suvorov"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Udo Viilukas, Toomas Kapp, Artjom Suvorov, Triin Anette Kaasik, Triin Lukk, Veljo Ipits; e-posti teel Verni Loodmaa"	"Tarmo Punger, Toivo Maimets, Tarmo Noop"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, linnavolikogu liige Nikolai Põdramägi"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023822D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF500293338?OpenDocument"	"183"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"11.03.2015"	"17:00 - 19:00"	"Tartu, raekoda"	"Artjom Suvorov"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Udo Viilukas, Toomas Kapp, Artjom Suvorov, Triin Anette Kaasik, Triin Lukk, Veljo Ipits; e-posti teel Verni Loodmaa"	"Tarmo Punger, Toivo Maimets, Tarmo Noop"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, linnavolikogu liige Nikolai Põdramägi"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023791F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF500293338?OpenDocument"	"184"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"11.03.2015"	"17:00 - 19:00"	"Tartu, raekoda"	"Artjom Suvorov"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Udo Viilukas, Toomas Kapp, Artjom Suvorov, Triin Anette Kaasik, Triin Lukk, Veljo Ipits; e-posti teel Verni Loodmaa"	"Tarmo Punger, Toivo Maimets, Tarmo Noop"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, linnavolikogu liige Nikolai Põdramägi"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E00236EA8?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF500293338?OpenDocument"	"185"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"11.03.2015"	"17:00 - 19:00"	"Tartu, raekoda"	"Artjom Suvorov"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Udo Viilukas, Toomas Kapp, Artjom Suvorov, Triin Anette Kaasik, Triin Lukk, Veljo Ipits; e-posti teel Verni Loodmaa"	"Tarmo Punger, Toivo Maimets, Tarmo Noop"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, linnavolikogu liige Nikolai Põdramägi"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E0023641C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF500293338?OpenDocument"	"186"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"11.03.2015"	"17:00 - 19:00"	"Tartu, raekoda"	"Artjom Suvorov"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Udo Viilukas, Toomas Kapp, Artjom Suvorov, Triin Anette Kaasik, Triin Lukk, Veljo Ipits; e-posti teel Verni Loodmaa"	"Tarmo Punger, Toivo Maimets, Tarmo Noop"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, linnavolikogu liige Nikolai Põdramägi"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E0E002357B4?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF500293338?OpenDocument"	"187"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"11.03.2015"	"17:00 - 19:00"	"Tartu, raekoda"	"Artjom Suvorov"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Udo Viilukas, Toomas Kapp, Artjom Suvorov, Triin Anette Kaasik, Triin Lukk, Veljo Ipits; e-posti teel Verni Loodmaa"	"Tarmo Punger, Toivo Maimets, Tarmo Noop"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, linnaplaneerimise ja maakorralduse osakonna üldplaneeringu- ja arenguteenistuse juhataja Indrek Ranniku, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, linnavolikogu liige Nikolai Põdramägi"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF200221D81?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DE700340FC7?OpenDocument"	"188"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"16"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"11.02.2015"	"15:00 - 16:35"	"Tartu, raekoda"	"Toomas Kapp"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Martin Bek, Toomas Kapp, Karl Kull, Triin Veber, Aleksandr Litvinenko, Hannes Klaas; e-posti teel Jaan Sõrra, Raimond Tamm, Kadri Leetmaa, Verni Loodmaa, Auli Solo, Argo Annuk"	"Rain Suursaar"	"abilinnapea Valvo Semilarski, abilinnapea Jarno Laur, linnamajanduse osakonna juhataja Rein Haak"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF200221D81?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DD600436C2C?OpenDocument"	"188"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"23"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"11.02.2015"	"17:00 - 18:10"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Verni Loodmaa, Kadri Leetmaa, Elmut Paavel, Tarmo Punger, Paul Post, Udo Viilukas, Toomas Kapp, Artjom Suvorov, Toivo Maimets; e-posti teel Triin Anette Kaasik, Triin Lukk, Veljo Ipits, Tarmo Noop"	""	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, arhitektuuri ja ehituse osakonna juhataja-linnaarhitekt Tõnis Arjus, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF200221587?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DE700340FC7?OpenDocument"	"189"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"16"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"11.02.2015"	"15:00 - 16:35"	"Tartu, raekoda"	"Toomas Kapp"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Martin Bek, Toomas Kapp, Karl Kull, Triin Veber, Aleksandr Litvinenko, Hannes Klaas; e-posti teel Jaan Sõrra, Raimond Tamm, Kadri Leetmaa, Verni Loodmaa, Auli Solo, Argo Annuk"	"Rain Suursaar"	"abilinnapea Valvo Semilarski, abilinnapea Jarno Laur, linnamajanduse osakonna juhataja Rein Haak"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DF200221587?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257DEB0024E5F4?OpenDocument"	"189"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"16"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"13.02.2015"	"09:00 - 10:15"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Tõnu Ints, Marvi Kibe, Raimond Tamm, Jüri Kõre, Peeter Laurson, Tajo Kadajas, Igor Abarenkov, Margus Maidla, Jaak Nigul, Mihkel Lees, Väino Kull"	"Oleg Bulkin, Olev Raju, Heljo Pikhof"	"linnapea Urmas Klaas, abilinnapea Kajar Lember, abilinnapea Tiia Teppan, abilinnapea Valvo Semilarski, linnasekretär Jüri Mölder, linnavarade osakonna juhataja Kunnar Jürgenson"	"Allkirjastatud"
